,SNo,Date,StartupName,IndustryVertical,SubVertical,City,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,month,yearmonth,CleanedInvestmentType,CleanedAmount
151,153,27/08/2018,MyUpchar,Healthcare,Local Language Health Content App,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,"50,00000",nan,2018,8,201808,Other,5000000.0
152,154,28/08/2018,Narvar,IT,Post-Purchase Customer Engagement Platform,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,"30,00000",nan,2018,8,201808,Other,3000000.0
153,155,30/08/2018,True North,Finance,Private Equity Firm,Mumbai,nan,Private Equity,"60,00,00,000",nan,2018,8,201808,Other,600000000.0
154,156,01/07/2018,Leena AI,Technology,HR Virtual Agent For Employees,Gurugram,Y Combinator,Seed Angel Funding,nan,nan,2018,7,201807,Other,
155,157,02/07/2018,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Seed Angel Funding,"1,000,000",nan,2018,7,201807,Other,1000000.0
156,158,04/07/2018,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,"4,000,000",nan,2018,7,201807,Other,4000000.0
157,159,05/07/2018,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,"62,50,000",nan,2018,7,201807,Other,6250000.0
158,160,06/07/2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,"2,7700,000",nan,2018,7,201807,Other,27700000.0
159,161,09/07/2018,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Seed Angel Funding,"440,000",nan,2018,7,201807,Other,440000.0
160,162,09/07/2018,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed Angel Funding,"1,100,000",nan,2018,7,201807,Other,1100000.0
161,163,10/07/2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed Angel Funding,"437,000",nan,2018,7,201807,Other,437000.0
162,164,10/07/2018,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Seed Angel Funding,nan,nan,2018,7,201807,Other,
163,165,10/07/2018,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,ResponsAbility,Private Equity,"5,000,000",nan,2018,7,201807,Other,5000000.0
164,166,10/07/2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,"5,000,000",nan,2018,7,201807,Other,5000000.0
165,167,11/07/2018,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,"2,500,000",nan,2018,7,201807,Other,2500000.0
166,168,12/07/2018,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed Angel Funding,"180,000",nan,2018,7,201807,Other,180000.0
167,169,12/07/2018,5th Vital,Healthcare,Home diagnostics services provider,Bengaluru,Brand Capital and Others,Seed Angel Funding,"500,000",nan,2018,7,201807,Other,500000.0
168,170,13/07/2018,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed Angel Funding,"175,000",nan,2018,7,201807,Other,175000.0
169,171,17/07/2018,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,"29,000,000",nan,2018,7,201807,Other,29000000.0
170,172,17/07/2018,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,"4,97,00,000",nan,2018,7,201807,Other,49700000.0
171,173,18/07/2018,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed Angel Funding,"15,00,000",nan,2018,7,201807,Other,1500000.0
172,174,19/07/2018,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,"10,00,00,000",nan,2018,7,201807,Other,100000000.0
173,175,20/07/2018,HousingMan,Consumer Internet,Property Discovery Platform,Bengaluru,nan,Seed Angel Funding,"1,500,000",nan,2018,7,201807,Other,1500000.0
174,176,21/07/2018,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,"18,000,000",nan,2018,7,201807,Other,18000000.0
175,177,23/07/2018,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bengaluru,nan,Seed Angel Funding,nan,nan,2018,7,201807,Other,
176,178,23/07/2018,VTION,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed Angel Funding,"2,80,000",nan,2018,7,201807,Other,280000.0
177,179,23/07/2018,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed Angel Funding,"4,36,000",nan,2018,7,201807,Other,436000.0
178,180,24/07/2018,kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed Angel Funding,"180,000",nan,2018,7,201807,Other,180000.0
179,181,24/07/2018,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,"4,50,00,000",nan,2018,7,201807,Other,45000000.0
180,182,25/07/2018,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,"1,70,00,000",nan,2018,7,201807,Other,17000000.0
181,183,25/07/2018,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed Angel Funding,"12,50,000",nan,2018,7,201807,Other,1250000.0
182,184,25/07/2018,iqlect,Technology,Data Analytics Firm,Bengaluru,Ventureast and Exfinity,Seed Angel Funding,"25,00,000",nan,2018,7,201807,Other,2500000.0
183,185,26/07/2018,Entropik,IT,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed Angel Funding,"11,00,000",nan,2018,7,201807,Other,1100000.0
184,186,26/07/2018,Bitla Software,Technology,Travel-Focused Tech Startup,Bengaluru,MakeMyTrip,Private Equity,nan,nan,2018,7,201807,Other,
185,187,26/07/2018,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,"500,000",nan,2018,7,201807,Other,500000.0
186,188,30/07/2018,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,"1,10,00,000",nan,2018,7,201807,Other,11000000.0
187,189,30/07/2018,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,"120,000,000",nan,2018,7,201807,Other,120000000.0
188,190,31/07/2018,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,"100,000,000",nan,2018,7,201807,Other,100000000.0
189,191,31/07/2018,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed Angel Funding,"5,000,000",nan,2018,7,201807,Other,5000000.0
190,192,01/06/2018,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,"10,000,000",nan,2018,6,201806,Other,10000000.0
191,193,04/06/2018,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed Angel Funding,"125,000",nan,2018,6,201806,Other,125000.0
192,194,04/06/2018,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed Angel Funding,nan,nan,2018,6,201806,Other,
193,195,05/06/2018,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed Angel Funding,nan,nan,2018,6,201806,Other,
194,196,05/06/2018,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed Angel Funding,nan,nan,2018,6,201806,Other,
195,197,07/06/2018,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,"23,000,000",nan,2018,6,201806,Other,23000000.0
196,198,07/06/2018,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,"11,500,000",nan,2018,6,201806,Other,11500000.0
197,199,10/06/2018,AyeFinance,Finance,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,"2,15,00,000",nan,2018,6,201806,Other,21500000.0
198,200,11/06/2018,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed Angel Funding,nan,nan,2018,6,201806,Other,
199,201,12/06/2018,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,"1,480,0000",nan,2018,6,201806,Other,14800000.0
200,202,12/06/2018,eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,"1,01,00,000",nan,2018,6,201806,Other,10100000.0
201,203,12/06/2018,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital and Sequoia Capital,Seed Angel Funding,"3,000,000",nan,2018,6,201806,Other,3000000.0
202,204,13/06/2018,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed Angel Funding,"3,000,00",nan,2018,6,201806,Other,300000.0
203,205,13/06/2018,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed Angel Funding,"4,50,000",nan,2018,6,201806,Other,450000.0
204,206,13/06/2018,What\\xe2\\x80\\x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Seed Angel Funding,nan,nan,2018,6,201806,Other,
205,207,14/06/2018,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed Angel Funding,"3,450,000",nan,2018,6,201806,Other,3450000.0
206,208,14/06/2018,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,"48,00,000",nan,2018,6,201806,Other,4800000.0
207,209,18/06/2018,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,"21,000,000",nan,2018,6,201806,Other,21000000.0
208,210,18/06/2018,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed Angel Funding,"17,00,000",nan,2018,6,201806,Other,1700000.0
209,211,19/06/2018,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed Angel Funding,nan,nan,2018,6,201806,Other,
210,212,19/06/2018,RentSher,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed Angel Funding,"11,00,000",nan,2018,6,201806,Other,1100000.0
211,213,20/06/2018,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,"15,000,000",nan,2018,6,201806,Other,15000000.0
212,214,22/06/2018,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,"9,100,000",nan,2018,6,201806,Other,9100000.0
213,215,25/06/2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,"200,000,000",nan,2018,6,201806,Other,200000000.0
214,216,25/06/2018,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,"4,000,000",nan,2018,6,201806,Other,4000000.0
215,217,25/06/2018,Sqqrl,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed Angel Funding,"1,000,000",nan,2018,6,201806,Other,1000000.0
216,218,26/06/2018,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,"89,50,000",nan,2018,6,201806,Other,8950000.0
217,219,26/06/2018,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,"19,000,000",nan,2018,6,201806,Other,19000000.0
218,220,27/06/2018,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,"4,500,000",nan,2018,6,201806,Other,4500000.0
219,221,28/06/2018,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed Angel Funding,"11,00,000",nan,2018,6,201806,Other,1100000.0
220,222,28/06/2018,Edureka,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Seed Angel Funding,"2,000,000",nan,2018,6,201806,Other,2000000.0
221,223,29/06/2018,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Seed Angel Funding,nan,nan,2018,6,201806,Other,
222,224,02/05/2018,OpenTap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed Angel Funding,"4,50,000",nan,2018,5,201805,Other,450000.0
223,225,02/05/2018,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,"2,2000,000",nan,2018,5,201805,Other,22000000.0
224,226,03/05/2018,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed Angel Funding,"25,00,000",nan,2018,5,201805,Other,2500000.0
225,227,07/05/2018,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,nan,Seed Angel Funding,"225,000",nan,2018,5,201805,Other,225000.0
226,228,09/05/2018,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed Angel Funding,"1,000,000",nan,2018,5,201805,Other,1000000.0
227,229,11/05/2018,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed Angel Funding,"949,000",nan,2018,5,201805,Other,949000.0
228,230,14/05/2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,"24,000,000",nan,2018,5,201805,Other,24000000.0
229,231,16/05/2018,mfine,Healthcare,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200000,nan,2018,5,201805,Other,4200000.0
230,232,21/05/2018,Rocketium,Technology,Online Video Creation Platform,Bengaluru,Blume ventures,Seed Angel Funding,"300,000",nan,2018,5,201805,Other,300000.0
231,233,21/05/2018,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,"7,000,000",nan,2018,5,201805,Other,7000000.0
232,234,22/05/2018,Vola,Finance,Micro Lending Platform,Bengaluru,Credika and unnamed angel investors,Seed Angel Funding,"500,000",nan,2018,5,201805,Other,500000.0
233,235,22/05/2018,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,LetsVenture,Seed Angel Funding,"735,000",nan,2018,5,201805,Other,735000.0
234,236,23/05/2018,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Seed Angel Funding,"735,000",nan,2018,5,201805,Other,735000.0
235,237,23/05/2018,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed Angel Funding,"2,000,000",nan,2018,5,201805,Other,2000000.0
236,238,24/05/2018,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed Angel Funding,"2,000,000",nan,2018,5,201805,Other,2000000.0
237,239,24/05/2018,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed Angel Funding,"293,000",nan,2018,5,201805,Other,293000.0
238,240,27/05/2018,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed Angel Funding,"12,000,000",nan,2018,5,201805,Other,12000000.0
239,241,28/05/2018,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed Angel Funding,"200,000",nan,2018,5,201805,Other,200000.0
240,242,29/05/2018,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed Angel Funding,"15,00,000",nan,2018,5,201805,Other,1500000.0
241,243,29/05/2018,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. and Mastercard,Private Equity,"80,00000",nan,2018,5,201805,Other,8000000.0
242,244,30/05/2018,Events High,Consumer Internet,Events and Activities Discovery Platform,Bengaluru,Treebo,Private Equity,nan,nan,2018,5,201805,Other,
243,245,30/05/2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,"14,000,000",nan,2018,5,201805,Other,14000000.0
244,246,31/05/2018,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed Angel Funding,"13,000,00",nan,2018,5,201805,Other,1300000.0
245,247,02/04/2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,"2,000,000",nan,2018,4,201804,Other,2000000.0
246,248,02/04/2018,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed Angel Funding,"307,600",nan,2018,4,201804,Other,307600.0
247,249,02/04/2018,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed Angel Funding,nan,nan,2018,4,201804,Other,
248,250,02/04/2018,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,nan,Seed Angel Funding,"13,00,000",nan,2018,4,201804,Other,1300000.0
249,251,04/04/2018,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,"5,50,00,000",nan,2018,4,201804,Other,55000000.0
250,252,05/04/2018,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed Angel Funding,"150,000",nan,2018,4,201804,Other,150000.0
